ds,temps
2017-05-03 20:30:00,41.5
2017-05-03 20:35:00,41.7
2017-05-03 20:40:00,40.9
2017-05-03 20:45:00,41.3
2017-05-03 20:50:00,41.1
2017-05-03 20:55:00,41.2
2017-05-03 21:00:00,41.8
2017-05-03 21:05:00,42.0
2017-05-03 21:10:00,41.5
2017-05-03 21:15:00,41.1
2017-05-03 21:20:00,41.9
2017-05-03 21:25:00,41.4
2017-05-03 21:30:00,40.9
2017-05-03 21:35:00,40.9
2017-05-03 21:40:00,41.0
2017-05-03 21:45:00,41.0
2017-05-03 21:50:00,40.5
2017-05-03 21:55:00,40.2
2017-05-03 22:00:00,40.1
2017-05-03 22:05:00,40.0
2017-05-03 22:10:00,40.2
2017-05-03 22:15:00,39.9
2017-05-03 22:20:00,39.8
2017-05-03 22:25:00,39.1
2017-05-03 22:30:00,39.1
2017-05-03 22:35:00,39.0
2017-05-03 22:40:00,38.8
2017-05-03 22:45:00,38.5
2017-05-03 22:50:00,38.2
2017-05-03 22:55:00,37.6
2017-05-03 23:00:00,37.4
2017-05-03 23:05:00,37.3
2017-05-03 23:10:00,37.6
2017-05-03 23:15:00,36.8
2017-05-03 23:20:00,36.4
2017-05-03 23:25:00,36.0
2017-05-03 23:30:00,35.9
2017-05-03 23:35:00,35.3
2017-05-03 23:40:00,35.0
2017-05-03 23:45:00,34.7
2017-05-03 23:50:00,34.3
2017-05-03 23:55:00,33.7
2017-05-04 00:00:00,33.1
2017-05-04 00:05:00,32.8
2017-05-04 00:10:00,32.0
2017-05-04 00:15:00,32.1
2017-05-04 00:20:00,31.3
2017-05-04 00:25:00,30.9
2017-05-04 00:30:00,30.6
2017-05-04 00:35:00,29.8
2017-05-04 00:40:00,29.3
2017-05-04 00:45:00,28.6
2017-05-04 00:50:00,28.1
2017-05-04 00:55:00,27.7
2017-05-04 01:00:00,26.6
2017-05-04 01:05:00,25.2
2017-05-04 01:10:00,24.3
2017-05-04 01:15:00,23.2
2017-05-04 01:20:00,22.1
2017-05-04 01:25:00,21.1
2017-05-04 01:30:00,20.1
2017-05-04 01:35:00,19.9
2017-05-04 01:40:00,19.9
2017-05-04 01:45:00,19.6
2017-05-04 01:50:00,19.2
2017-05-04 01:55:00,18.8
2017-05-04 02:00:00,18.6
2017-05-04 02:05:00,18.2
2017-05-04 02:10:00,17.8
2017-05-04 02:15:00,17.6
2017-05-04 02:20:00,17.3
2017-05-04 02:25:00,16.9
2017-05-04 02:30:00,16.7
2017-05-04 02:35:00,16.3
2017-05-04 02:40:00,16.0
2017-05-04 02:45:00,15.6
2017-05-04 02:50:00,15.2
2017-05-04 02:55:00,14.8
2017-05-04 03:00:00,14.4
2017-05-04 03:05:00,14.1
2017-05-04 03:10:00,13.8
2017-05-04 03:15:00,13.6
2017-05-04 03:20:00,13.6
2017-05-04 03:25:00,13.7
2017-05-04 03:30:00,13.6
2017-05-04 03:35:00,13.7
2017-05-04 03:40:00,13.6
2017-05-04 03:45:00,13.4
2017-05-04 03:50:00,13.3
2017-05-04 03:55:00,13.2
2017-05-04 04:00:00,13.1
2017-05-04 04:05:00,13.0
2017-05-04 04:10:00,12.9
2017-05-04 04:15:00,12.8
2017-05-04 04:20:00,12.7
2017-05-04 04:25:00,12.6
2017-05-04 04:30:00,12.6
2017-05-04 04:35:00,12.6
2017-05-04 04:40:00,12.4
2017-05-04 04:45:00,12.2
2017-05-04 04:50:00,12.0
2017-05-04 04:55:00,11.9
2017-05-04 05:00:00,11.8
2017-05-04 05:05:00,11.8
2017-05-04 05:10:00,11.7
2017-05-04 05:15:00,11.7
2017-05-04 05:20:00,11.7
2017-05-04 05:25:00,11.6
2017-05-04 05:30:00,11.5
2017-05-04 05:35:00,11.4
2017-05-04 05:40:00,11.4
2017-05-04 05:45:00,11.4
2017-05-04 05:50:00,11.2
2017-05-04 05:55:00,11.1
2017-05-04 06:00:00,11.3
2017-05-04 06:05:00,11.4
2017-05-04 06:10:00,11.3
2017-05-04 06:15:00,11.2
2017-05-04 06:20:00,11.2
2017-05-04 06:25:00,11.1
2017-05-04 06:30:00,11.0
2017-05-04 06:35:00,10.8
2017-05-04 06:40:00,10.9
2017-05-04 06:45:00,10.7
2017-05-04 06:50:00,10.7
2017-05-04 06:55:00,10.7
2017-05-04 07:00:00,10.6
2017-05-04 07:05:00,10.7
2017-05-04 07:10:00,10.6
2017-05-04 07:15:00,10.5
2017-05-04 07:20:00,10.4
2017-05-04 07:25:00,10.4
2017-05-04 07:30:00,10.3
2017-05-04 07:35:00,10.2
2017-05-04 07:40:00,10.1
2017-05-04 07:45:00,9.9
2017-05-04 07:50:00,9.9
2017-05-04 07:55:00,9.8
2017-05-04 08:00:00,9.8
2017-05-04 08:05:00,9.7
2017-05-04 08:10:00,9.6
2017-05-04 08:15:00,9.6
2017-05-04 08:20:00,9.5
2017-05-04 08:25:00,9.5
2017-05-04 08:30:00,9.4
2017-05-04 08:35:00,9.3
2017-05-04 08:40:00,9.4
2017-05-04 08:45:00,9.3
2017-05-04 08:50:00,9.2
2017-05-04 08:55:00,9.2
2017-05-04 09:00:00,9.1
2017-05-04 09:05:00,9.0
2017-05-04 09:10:00,9.1
2017-05-04 09:15:00,9.0
2017-05-04 09:20:00,8.9
2017-05-04 09:25:00,8.8
2017-05-04 09:30:00,8.8
2017-05-04 09:35:00,8.7
2017-05-04 09:40:00,8.7
2017-05-04 09:45:00,8.5
2017-05-04 09:50:00,8.4
2017-05-04 09:55:00,8.6
2017-05-04 10:00:00,8.5
2017-05-04 10:05:00,8.5
2017-05-04 10:10:00,8.7
2017-05-04 10:15:00,8.6
2017-05-04 10:20:00,8.5
2017-05-04 10:25:00,8.3
2017-05-04 10:30:00,8.4
2017-05-04 10:35:00,8.3
2017-05-04 10:40:00,8.4
2017-05-04 10:45:00,8.3
2017-05-04 10:50:00,8.4
2017-05-04 10:55:00,8.3
2017-05-04 11:00:00,8.2
2017-05-04 11:05:00,8.2
2017-05-04 11:10:00,8.2
2017-05-04 11:15:00,8.1
2017-05-04 11:20:00,8.2
2017-05-04 11:25:00,8.2
2017-05-04 11:30:00,8.1
2017-05-04 11:35:00,8.0
2017-05-04 11:40:00,8.0
2017-05-04 11:45:00,7.9
2017-05-04 11:50:00,7.9
2017-05-04 11:55:00,7.8
2017-05-04 12:00:00,7.8
2017-05-04 12:05:00,7.7
2017-05-04 12:10:00,7.8
2017-05-04 12:15:00,7.8
2017-05-04 12:20:00,7.8
2017-05-04 12:25:00,7.8
2017-05-04 12:30:00,7.9
2017-05-04 12:35:00,7.8
2017-05-04 12:40:00,7.7
2017-05-04 12:45:00,7.7
2017-05-04 12:50:00,7.5
2017-05-04 12:55:00,7.5
2017-05-04 13:00:00,7.4
2017-05-04 13:05:00,7.2
2017-05-04 13:10:00,7.2
2017-05-04 13:15:00,7.0
2017-05-04 13:20:00,7.1
2017-05-04 13:25:00,7.2
2017-05-04 13:30:00,7.1
2017-05-04 13:35:00,7.1
2017-05-04 13:40:00,7.2
2017-05-04 13:45:00,7.3
2017-05-04 13:50:00,7.4
2017-05-04 13:55:00,7.4
2017-05-04 14:00:00,7.7
2017-05-04 14:05:00,7.9
2017-05-04 14:10:00,8.0
2017-05-04 14:15:00,8.2
2017-05-04 14:20:00,8.3
2017-05-04 14:25:00,8.4
2017-05-04 14:30:00,8.6
2017-05-04 14:35:00,8.8
2017-05-04 14:40:00,9.0
2017-05-04 14:45:00,9.2
2017-05-04 14:50:00,9.5
2017-05-04 14:55:00,9.7
2017-05-04 15:00:00,10.0
2017-05-04 15:05:00,10.4
2017-05-04 15:10:00,10.7
2017-05-04 15:15:00,11.1
2017-05-04 15:20:00,11.7
2017-05-04 15:25:00,12.1
2017-05-04 15:30:00,12.8
2017-05-04 15:35:00,13.6
2017-05-04 15:40:00,14.2
2017-05-04 15:45:00,14.9
2017-05-04 15:50:00,15.5
2017-05-04 15:55:00,16.3
2017-05-04 16:00:00,16.9
2017-05-04 16:05:00,17.7
2017-05-04 16:10:00,18.2
2017-05-04 16:15:00,18.9
2017-05-04 16:20:00,19.8
2017-05-04 16:25:00,20.4
2017-05-04 16:30:00,21.1
2017-05-04 16:35:00,22.0
2017-05-04 16:40:00,22.7
2017-05-04 16:45:00,23.6
2017-05-04 16:50:00,24.4
2017-05-04 16:55:00,24.9
2017-05-04 17:00:00,25.8
2017-05-04 17:05:00,26.4
2017-05-04 17:10:00,26.8
2017-05-04 17:15:00,27.2
2017-05-04 17:20:00,28.2
2017-05-04 17:25:00,28.8
2017-05-04 17:30:00,29.3
2017-05-04 17:35:00,29.9
2017-05-04 17:40:00,30.6
2017-05-04 17:45:00,30.9
2017-05-04 17:50:00,31.6
2017-05-04 17:55:00,32.1
2017-05-04 18:00:00,32.6
2017-05-04 18:05:00,33.5
2017-05-04 18:10:00,34.4
2017-05-04 18:15:00,34.7
2017-05-04 18:20:00,35.3
2017-05-04 18:25:00,35.6
2017-05-04 18:30:00,36.1
2017-05-04 18:35:00,36.9
2017-05-04 18:40:00,37.2
2017-05-04 18:45:00,38.2
2017-05-04 18:50:00,38.6
2017-05-04 18:55:00,38.7
2017-05-04 19:00:00,39.3
2017-05-04 19:05:00,39.1
2017-05-04 19:10:00,39.9
2017-05-04 19:15:00,39.5
2017-05-04 19:20:00,39.9
2017-05-04 19:25:00,40.4
2017-05-04 19:30:00,41.1
2017-05-04 19:35:00,41.2
2017-05-04 19:40:00,41.1
2017-05-04 19:45:00,42.1
2017-05-04 19:50:00,41.9
2017-05-04 19:55:00,42.4
2017-05-04 20:00:00,42.5
2017-05-04 20:05:00,42.3
2017-05-04 20:10:00,42.3
2017-05-04 20:15:00,42.7
2017-05-04 20:20:00,42.5
2017-05-04 20:25:00,43.1
2017-05-04 20:30:00,42.6
2017-05-04 20:35:00,41.9
2017-05-04 20:40:00,42.4
2017-05-04 20:45:00,43.0
2017-05-04 20:50:00,41.9
2017-05-04 20:55:00,42.3
2017-05-04 21:00:00,42.4
2017-05-04 21:05:00,42.4
2017-05-04 21:10:00,42.2
2017-05-04 21:15:00,42.3
2017-05-04 21:20:00,42.7
2017-05-04 21:25:00,42.6
2017-05-04 21:30:00,42.0
2017-05-04 21:35:00,42.9
2017-05-04 21:40:00,42.0
2017-05-04 21:45:00,41.3
2017-05-04 21:50:00,41.6
2017-05-04 21:55:00,41.2
2017-05-04 22:00:00,41.6
2017-05-04 22:05:00,41.4
2017-05-04 22:10:00,40.2
2017-05-04 22:15:00,40.9
2017-05-04 22:20:00,40.4
2017-05-04 22:25:00,40.8
2017-05-04 22:30:00,40.3
2017-05-04 22:35:00,39.4
2017-05-04 22:40:00,39.3
2017-05-04 22:45:00,38.8
2017-05-04 22:50:00,38.9
2017-05-04 22:55:00,38.7
2017-05-04 23:00:00,38.4
2017-05-04 23:05:00,38.2
2017-05-04 23:10:00,38.2
2017-05-04 23:15:00,36.9
2017-05-04 23:20:00,37.2
2017-05-04 23:25:00,37.1
2017-05-04 23:30:00,36.5
2017-05-04 23:35:00,36.4
2017-05-04 23:40:00,35.5
2017-05-04 23:45:00,34.7
2017-05-04 23:50:00,34.0
2017-05-04 23:55:00,33.9
2017-05-05 00:00:00,33.6
2017-05-05 00:05:00,33.2
2017-05-05 00:10:00,32.8
2017-05-05 00:15:00,32.1
2017-05-05 00:20:00,31.6
2017-05-05 00:25:00,31.1
2017-05-05 00:30:00,30.4
2017-05-05 00:35:00,29.7
2017-05-05 00:40:00,28.5
2017-05-05 00:45:00,28.2
2017-05-05 00:50:00,28.1
2017-05-05 00:55:00,27.1
2017-05-05 01:00:00,25.9
2017-05-05 01:05:00,25.1
2017-05-05 01:10:00,25.3
2017-05-05 01:15:00,24.9
2017-05-05 01:20:00,23.8
2017-05-05 01:25:00,22.6
2017-05-05 01:30:00,22.0
2017-05-05 01:35:00,21.2
2017-05-05 01:40:00,20.5
2017-05-05 01:45:00,20.0
2017-05-05 01:50:00,19.8
2017-05-05 01:55:00,19.5
2017-05-05 02:00:00,19.4
2017-05-05 02:05:00,19.2
2017-05-05 02:10:00,19.0
2017-05-05 02:15:00,18.6
2017-05-05 02:20:00,18.1
2017-05-05 02:25:00,17.7
2017-05-05 02:30:00,17.2
2017-05-05 02:35:00,16.7
2017-05-05 02:40:00,16.3
2017-05-05 02:45:00,16.0
2017-05-05 02:50:00,15.6
2017-05-05 02:55:00,15.3
2017-05-05 03:00:00,15.2
2017-05-05 03:05:00,15.0
2017-05-05 03:10:00,14.9
2017-05-05 03:15:00,14.8
2017-05-05 03:20:00,14.6
2017-05-05 03:25:00,14.3
2017-05-05 03:30:00,14.1
2017-05-05 03:35:00,13.9
2017-05-05 03:40:00,13.8
2017-05-05 03:45:00,13.7
2017-05-05 03:50:00,13.7
2017-05-05 03:55:00,13.6
2017-05-05 04:00:00,13.7
2017-05-05 04:05:00,13.7
2017-05-05 04:10:00,13.7
2017-05-05 04:15:00,13.6
2017-05-05 04:20:00,13.6
2017-05-05 04:25:00,13.6
2017-05-05 04:30:00,13.6
2017-05-05 04:35:00,13.6
2017-05-05 04:40:00,13.5
2017-05-05 04:45:00,13.4
2017-05-05 04:50:00,13.3
2017-05-05 04:55:00,13.2
2017-05-05 05:00:00,13.0
2017-05-05 05:05:00,13.0
2017-05-05 05:10:00,12.9
2017-05-05 05:15:00,12.9
2017-05-05 05:20:00,12.9
2017-05-05 05:25:00,12.8
2017-05-05 05:30:00,12.7
2017-05-05 05:35:00,12.5
2017-05-05 05:40:00,12.4
2017-05-05 05:45:00,12.3
2017-05-05 05:50:00,12.3
2017-05-05 05:55:00,12.2
2017-05-05 06:00:00,12.1
2017-05-05 06:05:00,12.0
2017-05-05 06:10:00,11.9
2017-05-05 06:15:00,11.8
2017-05-05 06:20:00,11.9
2017-05-05 06:25:00,11.8
2017-05-05 06:30:00,11.6
2017-05-05 06:35:00,11.7
2017-05-05 06:40:00,11.9
2017-05-05 06:45:00,12.0
2017-05-05 06:50:00,12.2
2017-05-05 06:55:00,12.6
2017-05-05 07:00:00,12.6
2017-05-05 07:05:00,12.7
2017-05-05 07:10:00,12.7
2017-05-05 07:15:00,12.5
2017-05-05 07:20:00,12.1
2017-05-05 07:25:00,11.8
2017-05-05 07:30:00,11.7
2017-05-05 07:35:00,11.6
2017-05-05 07:40:00,11.4
2017-05-05 07:45:00,11.3
2017-05-05 07:50:00,11.3
2017-05-05 07:55:00,11.3
2017-05-05 08:00:00,11.4
2017-05-05 08:05:00,11.3
2017-05-05 08:10:00,11.1
2017-05-05 08:15:00,11.0
2017-05-05 08:20:00,11.0
2017-05-05 08:25:00,11.0
2017-05-05 08:30:00,10.9
2017-05-05 08:35:00,10.7
2017-05-05 08:40:00,10.8
2017-05-05 08:45:00,10.7
2017-05-05 08:50:00,10.9
2017-05-05 08:55:00,10.9
2017-05-05 09:00:00,11.1
2017-05-05 09:05:00,11.0
2017-05-05 09:10:00,10.5
2017-05-05 09:15:00,10.3
2017-05-05 09:20:00,10.1
2017-05-05 09:25:00,9.9
2017-05-05 09:30:00,9.8
2017-05-05 09:35:00,9.8
2017-05-05 09:40:00,9.7
2017-05-05 09:45:00,9.6
2017-05-05 09:50:00,9.6
2017-05-05 09:55:00,9.6
2017-05-05 10:00:00,9.7
2017-05-05 10:05:00,9.8
2017-05-05 10:10:00,9.8
2017-05-05 10:15:00,9.6
2017-05-05 10:20:00,9.7
2017-05-05 10:25:00,9.8
2017-05-05 10:30:00,10.0
2017-05-05 10:35:00,9.5
2017-05-05 10:40:00,9.7
2017-05-05 10:45:00,9.9
2017-05-05 10:50:00,10.0
2017-05-05 10:55:00,9.9
2017-05-05 11:00:00,9.4
2017-05-05 11:05:00,9.3
2017-05-05 11:10:00,9.1
2017-05-05 11:15:00,9.1
2017-05-05 11:20:00,9.5
2017-05-05 11:25:00,9.5
2017-05-05 11:30:00,9.5
2017-05-05 11:35:00,9.4
2017-05-05 11:40:00,9.4
2017-05-05 11:45:00,9.3
2017-05-05 11:50:00,9.3
2017-05-05 11:55:00,9.3
2017-05-05 12:00:00,9.3
2017-05-05 12:05:00,9.3
2017-05-05 12:10:00,8.7
2017-05-05 12:15:00,8.6
2017-05-05 12:20:00,8.8
2017-05-05 12:25:00,8.7
2017-05-05 12:30:00,8.7
2017-05-05 12:35:00,8.6
2017-05-05 12:40:00,8.6
2017-05-05 12:45:00,8.8
2017-05-05 12:50:00,8.8
2017-05-05 12:55:00,8.9
2017-05-05 13:00:00,9.4
2017-05-05 13:05:00,9.4
2017-05-05 13:10:00,8.9
2017-05-05 13:15:00,9.0
2017-05-05 13:20:00,9.1
2017-05-05 13:25:00,9.1
2017-05-05 13:30:00,9.1
2017-05-05 13:35:00,8.9
2017-05-05 13:40:00,9.0
2017-05-05 13:45:00,9.1
2017-05-05 13:50:00,9.3
2017-05-05 13:55:00,9.5
2017-05-05 14:00:00,9.6
2017-05-05 14:05:00,9.6
2017-05-05 14:10:00,9.6
2017-05-05 14:15:00,9.9
2017-05-05 14:20:00,10.1
2017-05-05 14:25:00,10.4
2017-05-05 14:30:00,10.6
2017-05-05 14:35:00,11.1
2017-05-05 14:40:00,12.0
2017-05-05 14:45:00,12.9
2017-05-05 14:50:00,13.3
2017-05-05 14:55:00,13.0
2017-05-05 15:00:00,13.4
2017-05-05 15:05:00,14.1
2017-05-05 15:10:00,14.7
2017-05-05 15:15:00,14.2
2017-05-05 15:20:00,14.0
2017-05-05 15:25:00,14.8
2017-05-05 15:30:00,15.4
2017-05-05 15:35:00,16.0
2017-05-05 15:40:00,16.3
2017-05-05 15:45:00,16.0
2017-05-05 15:50:00,16.0
2017-05-05 15:55:00,16.0
2017-05-05 16:00:00,16.4
2017-05-05 16:05:00,16.5
2017-05-05 16:10:00,16.8
2017-05-05 16:15:00,17.2
2017-05-05 16:20:00,17.9
2017-05-05 16:25:00,18.7
2017-05-05 16:30:00,20.3
2017-05-05 16:35:00,22.2
2017-05-05 16:40:00,21.2
2017-05-05 16:45:00,20.3
2017-05-05 16:50:00,20.0
2017-05-05 16:55:00,19.9
2017-05-05 17:00:00,22.7
2017-05-05 17:05:00,23.8
2017-05-05 17:10:00,24.0
2017-05-05 17:15:00,25.3
2017-05-05 17:20:00,20.6
2017-05-05 17:25:00,23.7
2017-05-05 17:30:00,21.5
2017-05-05 17:35:00,21.9
2017-05-05 17:40:00,23.5
2017-05-05 17:45:00,21.5
2017-05-05 17:50:00,21.2
2017-05-05 17:55:00,22.4
2017-05-05 18:00:00,23.4
2017-05-05 18:05:00,21.9
2017-05-05 18:10:00,22.9
2017-05-05 18:15:00,25.3
2017-05-05 18:20:00,25.1
2017-05-05 18:25:00,22.3
2017-05-05 18:30:00,24.0
2017-05-05 18:35:00,26.6
2017-05-05 18:40:00,27.9
2017-05-05 18:45:00,28.2
2017-05-05 18:50:00,29.0
2017-05-05 18:55:00,28.4
2017-05-05 19:00:00,29.5
2017-05-05 19:05:00,30.4
2017-05-05 19:10:00,29.5
2017-05-05 19:15:00,30.7
2017-05-05 19:20:00,30.3
2017-05-05 19:25:00,32.8
2017-05-05 19:30:00,33.5
2017-05-05 19:35:00,33.9
2017-05-05 19:40:00,34.1
2017-05-05 19:45:00,35.5
2017-05-05 19:50:00,34.6
2017-05-05 19:55:00,32.5
2017-05-05 20:00:00,30.7
2017-05-05 20:05:00,31.4
2017-05-05 20:10:00,28.6
2017-05-05 20:15:00,27.0
2017-05-05 20:20:00,26.9
2017-05-05 20:25:00,30.0
2017-05-05 20:30:00,29.7
2017-05-05 20:35:00,30.6
2017-05-05 20:40:00,29.3
2017-05-05 20:45:00,28.5
2017-05-05 20:50:00,32.5
2017-05-05 20:55:00,33.1
2017-05-05 21:00:00,31.8
2017-05-05 21:05:00,33.4
2017-05-05 21:10:00,31.7
2017-05-05 21:15:00,31.7
2017-05-05 21:20:00,34.6
2017-05-05 21:25:00,34.6
2017-05-05 21:30:00,30.4
2017-05-05 21:35:00,31.1
2017-05-05 21:40:00,29.6
2017-05-05 21:45:00,29.3
2017-05-05 21:50:00,28.8
2017-05-05 21:55:00,28.9
2017-05-05 22:00:00,27.7
2017-05-05 22:05:00,27.4
2017-05-05 22:10:00,27.3
2017-05-05 22:15:00,26.9
2017-05-05 22:20:00,25.9
2017-05-05 22:25:00,25.5
2017-05-05 22:30:00,25.4
2017-05-05 22:35:00,25.3
2017-05-05 22:40:00,25.7
2017-05-05 22:45:00,25.1
2017-05-05 22:50:00,24.5
2017-05-05 22:55:00,24.0
2017-05-05 23:00:00,24.3
2017-05-05 23:05:00,24.3
2017-05-05 23:10:00,26.0
2017-05-05 23:15:00,26.4
2017-05-05 23:20:00,26.2
2017-05-05 23:25:00,25.0
2017-05-05 23:30:00,25.6
2017-05-05 23:35:00,25.4
2017-05-05 23:40:00,25.7
2017-05-05 23:45:00,25.8
2017-05-05 23:50:00,25.9
2017-05-05 23:55:00,24.7
2017-05-06 00:00:00,22.7
2017-05-06 00:05:00,24.0
2017-05-06 00:10:00,24.7
2017-05-06 00:15:00,24.1
2017-05-06 00:20:00,23.1
2017-05-06 00:25:00,19.8
2017-05-06 00:30:00,17.9
2017-05-06 00:35:00,20.3
2017-05-06 00:40:00,20.5
2017-05-06 00:45:00,22.5
2017-05-06 00:50:00,22.5
2017-05-06 00:55:00,21.0
2017-05-06 01:00:00,20.9
2017-05-06 01:05:00,20.0
2017-05-06 01:10:00,19.2
2017-05-06 01:15:00,18.7
2017-05-06 01:20:00,17.8
2017-05-06 01:25:00,16.9
2017-05-06 01:30:00,16.4
2017-05-06 01:35:00,16.0
2017-05-06 01:40:00,15.4
2017-05-06 01:45:00,14.9
2017-05-06 01:50:00,14.3
2017-05-06 01:55:00,13.7
2017-05-06 02:00:00,13.4
2017-05-06 02:05:00,13.0
2017-05-06 02:10:00,12.7
2017-05-06 02:15:00,12.5
2017-05-06 02:20:00,12.1
2017-05-06 02:25:00,11.8
2017-05-06 02:30:00,11.3
2017-05-06 02:35:00,10.9
2017-05-06 02:40:00,10.4
2017-05-06 02:45:00,10.0
2017-05-06 02:50:00,9.8
2017-05-06 02:55:00,9.5
2017-05-06 03:00:00,9.2
2017-05-06 03:05:00,9.0
2017-05-06 03:10:00,8.7
2017-05-06 03:15:00,8.5
2017-05-06 03:20:00,8.3
2017-05-06 03:25:00,8.3
2017-05-06 03:30:00,8.2
2017-05-06 03:35:00,8.1
2017-05-06 03:40:00,8.1
2017-05-06 03:45:00,8.0
2017-05-06 03:50:00,7.9
2017-05-06 03:55:00,7.8
2017-05-06 04:00:00,7.7
2017-05-06 04:05:00,7.6
2017-05-06 04:10:00,7.5
2017-05-06 04:15:00,7.4
2017-05-06 04:20:00,7.3
2017-05-06 04:25:00,7.3
2017-05-06 04:30:00,7.3
2017-05-06 04:35:00,7.3
2017-05-06 04:40:00,7.2
2017-05-06 04:45:00,7.1
2017-05-06 04:50:00,7.1
2017-05-06 04:55:00,7.0
2017-05-06 05:00:00,7.0
2017-05-06 05:05:00,7.0
2017-05-06 05:10:00,7.0
2017-05-06 05:15:00,6.9
2017-05-06 05:20:00,6.8
2017-05-06 05:25:00,6.8
2017-05-06 05:30:00,6.7
2017-05-06 05:35:00,6.6
2017-05-06 05:40:00,6.6
2017-05-06 05:45:00,6.5
2017-05-06 05:50:00,6.4
2017-05-06 05:55:00,6.3
2017-05-06 06:00:00,6.1
2017-05-06 06:05:00,6.0
2017-05-06 06:10:00,5.9
2017-05-06 06:15:00,5.9
2017-05-06 06:20:00,5.7
2017-05-06 06:25:00,5.6
2017-05-06 06:30:00,5.6
2017-05-06 06:35:00,5.6
2017-05-06 06:40:00,5.7
2017-05-06 06:45:00,5.7
2017-05-06 06:50:00,5.8
2017-05-06 06:55:00,5.4
2017-05-06 07:00:00,5.3
2017-05-06 07:05:00,5.2
2017-05-06 07:10:00,5.3
2017-05-06 07:15:00,5.3
2017-05-06 07:20:00,5.5
2017-05-06 07:25:00,5.6
2017-05-06 07:30:00,5.5
2017-05-06 07:35:00,5.5
2017-05-06 07:40:00,5.5
2017-05-06 07:45:00,5.5
2017-05-06 07:50:00,5.4
2017-05-06 07:55:00,5.4
2017-05-06 08:00:00,5.4
2017-05-06 08:05:00,5.4
2017-05-06 08:10:00,5.3
2017-05-06 08:15:00,5.3
2017-05-06 08:20:00,5.3
2017-05-06 08:25:00,5.3
2017-05-06 08:30:00,5.2
2017-05-06 08:35:00,5.2
2017-05-06 08:40:00,5.2
2017-05-06 08:45:00,5.3
2017-05-06 08:50:00,5.2
2017-05-06 08:55:00,5.2
2017-05-06 09:00:00,5.1
2017-05-06 09:05:00,5.0
2017-05-06 09:10:00,4.9
2017-05-06 09:15:00,4.8
2017-05-06 09:20:00,4.8
2017-05-06 09:25:00,4.8
2017-05-06 09:30:00,4.9
2017-05-06 09:35:00,4.9
2017-05-06 09:40:00,4.9
2017-05-06 09:45:00,5.1
2017-05-06 09:50:00,5.8
2017-05-06 09:55:00,6.1
2017-05-06 10:00:00,6.3
2017-05-06 10:05:00,6.5
2017-05-06 10:10:00,6.7
2017-05-06 10:15:00,6.8
2017-05-06 10:20:00,6.9
2017-05-06 10:25:00,6.7
2017-05-06 10:30:00,6.5
2017-05-06 10:35:00,6.0
2017-05-06 10:40:00,5.6
2017-05-06 10:45:00,5.3
2017-05-06 10:50:00,5.4
2017-05-06 10:55:00,5.2
2017-05-06 11:00:00,5.2
2017-05-06 11:05:00,5.1
2017-05-06 11:10:00,5.0
2017-05-06 11:15:00,5.3
2017-05-06 11:20:00,5.3
2017-05-06 11:25:00,5.9
2017-05-06 11:30:00,6.3
2017-05-06 11:35:00,6.5
2017-05-06 11:40:00,6.5
2017-05-06 11:45:00,6.5
2017-05-06 11:50:00,6.5
2017-05-06 11:55:00,6.5
2017-05-06 12:00:00,6.5
2017-05-06 12:05:00,6.5
2017-05-06 12:10:00,6.4
2017-05-06 12:15:00,6.3
2017-05-06 12:20:00,6.1
2017-05-06 12:25:00,6.3
2017-05-06 12:30:00,6.4
2017-05-06 12:35:00,6.4
2017-05-06 12:40:00,6.4
2017-05-06 12:45:00,6.3
2017-05-06 12:50:00,6.3
2017-05-06 12:55:00,6.1
2017-05-06 13:00:00,6.2
2017-05-06 13:05:00,6.3
2017-05-06 13:10:00,6.4
2017-05-06 13:15:00,6.5
2017-05-06 13:20:00,6.5
2017-05-06 13:25:00,6.5
2017-05-06 13:30:00,6.5
2017-05-06 13:35:00,6.6
2017-05-06 13:40:00,6.6
2017-05-06 13:45:00,6.4
2017-05-06 13:50:00,6.6
2017-05-06 13:55:00,6.6
2017-05-06 14:00:00,6.7
2017-05-06 14:05:00,6.9
2017-05-06 14:10:00,6.8
2017-05-06 14:15:00,6.7
2017-05-06 14:20:00,6.5
2017-05-06 14:25:00,6.4
2017-05-06 14:30:00,6.4
2017-05-06 14:35:00,5.9
2017-05-06 14:40:00,5.9
2017-05-06 14:45:00,6.1
2017-05-06 14:50:00,6.1
2017-05-06 14:55:00,6.0
2017-05-06 15:00:00,5.2
2017-05-06 15:05:00,5.3
2017-05-06 15:10:00,5.8
2017-05-06 15:15:00,5.7
2017-05-06 15:20:00,5.4
2017-05-06 15:25:00,5.3
2017-05-06 15:30:00,5.5
2017-05-06 15:35:00,5.8
2017-05-06 15:40:00,5.6
2017-05-06 15:45:00,5.4
2017-05-06 15:50:00,5.6
2017-05-06 15:55:00,5.6
2017-05-06 16:00:00,6.0
2017-05-06 16:05:00,6.3
2017-05-06 16:10:00,6.5
2017-05-06 16:15:00,6.5
2017-05-06 16:20:00,7.2
2017-05-06 16:25:00,7.0
2017-05-06 16:30:00,6.8
2017-05-06 16:35:00,7.0
2017-05-06 16:40:00,7.5
2017-05-06 16:45:00,7.3
2017-05-06 16:50:00,7.8
2017-05-06 16:55:00,7.5
2017-05-06 17:00:00,7.0
